"","Taxa_lvl1","Taxa_lvl2","Taxa_lvl3","Taxa_lvl4","Taxa_lvl5","Lowest_Common_Taxon_Name","Lowest_Common_Taxon_lvl","...8","...9","...10","Scientific_Name","Lowest_Taxonomic_Resolution","Habitat","Habitat_2","Trophic_Level","Trophic_Category","Trophic_Category_2","Diet","Diet_Source","Diet_Source_2","Mean_Harvest_Time","SD_Harvest_Time","HT_Source","X"
"288","Vegetation","Vegetation","Berries","Berries","Crowberry","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Empetrum nigrum","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,264
"289","Vegetation","Vegetation","Berries","Berries","Currants","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Ribes","Genus","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,266
"290","Vegetation","Vegetation","Berries","Berries","Elderberry","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Sambucus racemosa","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"291","Vegetation","Vegetation","Berries","Berries","Gooseberry","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Ribes oxyacanthoides","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,265
"292","Vegetation","Vegetation","Berries","Berries","High Bush Cranberry","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Viburnum edule","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,263
"293","Vegetation","Vegetation","Berries","Berries","Huckleberry","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Vaccinium parvifolium","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,267
"294","Vegetation","Vegetation","Berries","Berries","Low Bush Cranberry","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Vaccinium vitis-idaea","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,262
"295","Vegetation","Vegetation","Berries","Berries","Nagoonberry","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Rubus arcticus","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,268
"296","Vegetation","Vegetation","Berries","Berries","Other Wild Berry","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Other Wild Berry","NTG","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,302
"297","Vegetation","Vegetation","Berries","Berries","Raspberry","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Rubus idaeus","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,293
"298","Vegetation","Vegetation","Berries","Berries","Salmonberry","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Rubus spectabilis","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,269
"299","Vegetation","Vegetation","Berries","Berries","Serviceberry","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Amelanchier","Genus","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"300","Vegetation","Vegetation","Berries","Berries","Soapberry","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Shepherdia canadensis","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"301","Vegetation","Vegetation","Berries","Berries","Strawberry","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Fragaria","Genus","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,270
"302","Vegetation","Vegetation","Berries","Berries","Thimbleberry","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Rubus parviflorus","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"303","Vegetation","Vegetation","Berries","Berries","Twisted Stalk Berry (Watermelon Berry)","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Streptopus amplexifolius","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,271
"304","Vegetation","Vegetation","Coal","Coal","Coal","NA","NA","not biological, doesn't matter",NA,NA,"Coal","NTG","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"305","Vegetation","Vegetation","Mushrooms","Mushrooms","Chaga","Not_comparable","NA","only included in 2012+ surveys, and Wrangell and Petersburg 2000... I think might have to just not include mushrooms?",NA,NA,"Inonotus","Genus","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"306","Vegetation","Vegetation","Mushrooms","Mushrooms","Unknown Mushrooms","Not_comparable","NA","only included in 2012+ surveys, and Wrangell and Petersburg 2000... I think might have to just not include mushrooms?",NA,NA,"Fungi","Kingdom","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,284
"307","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Beach Asparagus","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Salicornia virginica","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,273
"308","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Dandelion Greens","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Taraxacum","Genus","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,277
"309","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Devils Club","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Oplopanax horridum","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,274
"310","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Eskimo Potato","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Hedysarum alpinum","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"311","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Fiddlehead Ferns","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Matteuccia struthiopteris","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,275
"312","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Fireweed","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Chamerion angustifolium","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,285
"313","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Goose Tongue","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Plantago maritima","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,294
"314","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Unknown Greens from Land","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Greens from Land","NTG","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"315","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Hudson Bay Tea","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Rhododendron groenlandicum","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,276
"316","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Indian Rice","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,"indian ricegrass?","Achnatherum hymenoides","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"317","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Lambs Quarter","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Chewnopodium album","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"318","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Mint","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Mentha","Genus","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"319","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Nettle","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Urtica dioica","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,296
"320","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Other Beach Greens","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Other Beach Greens","NTG","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,303
"321","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Other Wild Greens","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Other Wild Greens","NTG","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,283
"322","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Plantain","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Plantago macrocarpa","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"323","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Plants/Greens","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Plants/Greens","NTG","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,258
"324","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Salmonberry Shoots","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Rubus spectabilis","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,297
"325","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Skunk Cabbage","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Lysichiton americanum","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"326","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Sorrel","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Rumex acetosa","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,298
"327","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Sourdock","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Rumex areticus","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,278
"328","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Spruce Tips","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Picea","Genus","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,279
"329","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Stinkweed","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Artemisia tilesii","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,299
"330","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Wild Celery","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Angelica lucida","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,280
"331","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Wild Chives","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Allium schoenoprasum","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"332","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Wild Parsley","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Heracleum lanatum","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,281
"333","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Wild Rhubarb","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Koenigia alaskana","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,295
"334","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Wild Rose Hips","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Rosa","Genus","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,282
"335","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Wild Sweet Potato","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Vegetation","Vegetation","Plants/Greens","Plants/Greens","Yarrow","Plants/Greens","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Achillea millefolium","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"337","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Alaria","Seaweed/Kelp","Taxa_lvl4","Only 1987 survey has only to this degree, others more detailed","can also ask Lauren are about common names -- seaweed are going to be difficult to determine species as have many common names, likely just leave as seaweed/Kelp?","also called ribbon kelp.. Maybe go get a field guide for seaweed in alaska and go with that, and then can at least be consistent across communties. Though different communities may call the same thing something else...see if can get consistent species names","Alaria marginata","Species","Nearshore","Nearshore",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,291
"338","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Black Seaweed","Seaweed/Kelp","Taxa_lvl4","Only 1987 survey has only to this degree, others more detailed",NA,NA,"Porphyra abbottae","Species","Nearshore","Nearshore",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,286
"339","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Bladder Wrack","Seaweed/Kelp","Taxa_lvl4","Only 1987 survey has only to this degree, others more detailed",NA,NA,"Fucus vesiculosus","Species","Nearshore","Nearshore",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,300
"340","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Bull Kelp","Seaweed/Kelp","Taxa_lvl4","Only 1987 survey has only to this degree, others more detailed",NA,NA,"Nereocystis luetkeana","Species","Nearshore","Nearshore",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,287
"341","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Giant Kelp","Seaweed/Kelp","Taxa_lvl4","Only 1987 survey has only to this degree, others more detailed",NA,NA,"Macrocystis pyrifera","Species","Nearshore","Nearshore",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,290
"342","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Unknown Kelp","Seaweed/Kelp","Taxa_lvl4","Only 1987 survey has only to this degree, others more detailed",NA,NA,"taxonomic classification?",NA,"Nearshore","Nearshore",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"343","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Red Laver (Dulse)","Seaweed/Kelp","Taxa_lvl4","Only 1987 survey has only to this degree, others more detailed",NA,"red seaweed, red laver dulse, and red seaweed all seem to be interchangeable names… for the same species?",NA,NA,"Nearshore","Nearshore",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"344","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Red Seaweed","Seaweed/Kelp","Taxa_lvl4","Only 1987 survey has only to this degree, others more detailed",NA,"also called sea ribbons",NA,NA,"Nearshore","Nearshore",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,288
"345","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Sea Ribbons","Seaweed/Kelp","Taxa_lvl4","Only 1987 survey has only to this degree, others more detailed",NA,"ribbon seaweed?","Palmaria mollis","Species","Nearshore","Nearshore",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,289
"346","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Unknown Seaweed","Seaweed/Kelp","Taxa_lvl4","Only 1987 survey has only to this degree, others more detailed",NA,NA,"taxonomic classification?",NA,"Nearshore","Nearshore",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,292
"347","Vegetation","Vegetation","Seaweed/Kelp","Seaweed/Kelp","Seaweed/Kelp","Seaweed/Kelp","Taxa_lvl4","Only 1987 survey has only to this degree, others more detailed",NA,NA,"taxonomic classification?",NA,"Nearshore",NA,1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,259
"348","Vegetation","Vegetation","Wood","Wood","Alder","Wood","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,"3 species in alaska","Alnus","Genus","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,301
"349","Vegetation","Vegetation","Wood","Wood","Bark","Wood","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Wood","NTG","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"350","Vegetation","Vegetation","Wood","Wood","Cottonwood","Wood","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Populus trichocarpa","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"351","Vegetation","Vegetation","Wood","Wood","Other Wood","Wood","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Wood","NTG","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"352","Vegetation","Vegetation","Wood","Wood","Roots","Wood","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Wood","NTG","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"353","Vegetation","Vegetation","Wood","Wood","Spruce","Wood","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Picea","Genus","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"354","Vegetation","Vegetation","Wood","Wood","Spruce Pitch","Wood","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Picea","Genus","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"355","Vegetation","Vegetation","Wood","Wood","Willow","Wood","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Salix","Genus","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"356","Vegetation","Vegetation","Wood","Wood","Wood","Wood","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Wood","NTG","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,260
"357","Fish","Non-Salmon Fish","Sturgeon","Sturgeon","Sturgeon",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"358","Fish","Non-Salmon Fish","Tuna_Mackerel","Tuna_Mackerel","Tuna_Mackerel",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"359","Fish","Salmon","Oncorhynchus","Oncorhynchus","Spawnouts",NA,NA,NA,NA,NA,NA,NA,"Freshwater_Anadromous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"360","Fish","Non-Salmon Fish","Smelt","Smelt","Eulachon (hooligan, candlefish)",NA,NA,NA,NA,NA,NA,NA,"Freshwater_Anadromous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"361","Fish","Non-Salmon Fish","Flounder","Flounder","Starry Flounder",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
"362","Fish","Non-Salmon Fish","Rockfish","Rockfish","Tiger Rockfish",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
"363","Fish","Non-Salmon Fish","Rockfish","Rockfish","Northern Rockfish",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
"364","Fish","Non-Salmon Fish","Rockfish","Rockfish","Boccaccio Rockfish",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
"365","Fish","Non-Salmon Fish","Sculpin","Irish Lord","Unknown Irish Lord",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
"366","Fish","Non-Salmon Fish","Wolffish","Wolffish","Wolffish",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56
"367","Fish","Non-Salmon Fish","Char","Char","Lake Trout",NA,NA,NA,NA,NA,NA,NA,"Freshwater_Anadromous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
"368","Fish","Non-Salmon Fish","Pike","Pike","Unknown Pike",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62
"369","Fish","Non-Salmon Fish","Pike","Pike","Northern Pike",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"370","Fish","Non-Salmon Fish","Whitefish","Whitefish","Humpback Whitefish",NA,NA,NA,NA,NA,NA,NA,"Freshwater_Anadromous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69
"371","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rougheye Rockfish",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
"372","Fish","Non-Salmon Fish","Whitefish","Whitefish","Lake Whitefish",NA,NA,NA,NA,NA,NA,NA,"Freshwater_Anadromous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76
"373","Land Mammals","Small Land Mammals","Fox","Fox","Fox",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77
"374","Land Mammals","Small Land Mammals","Squirrel","Squirrel","Parka Squirrel (ground)",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101
"375","Land Mammals","Feral Animals","Cattle - Feral","Cattle - Feral","Cattle - Feral",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106
"376","Land Mammals","Feral Animals","Rabbit - Feral","Rabbit - Feral","Rabbit - Feral",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107
"377","Land Mammals","Feral Animals","Reindeer - Feral","Reindeer - Feral","Reindeer - Feral",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108
"378","Marine Mammals","Marine Mammals","Porpoise","Porpoise","Porpoise",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110
"379","Marine Mammals","Marine Mammals","Seal","Seal","Bearded Seal",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112
"380","Marine Mammals","Marine Mammals","Porpoise","Porpoise","Dall Porpoise",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121
"381","Birds and Eggs","Bird Eggs","Shorebird Eggs","Shorebird Eggs","Shorebird Eggs",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127
"382","Birds and Eggs","Migratory Birds","Shorebird","Shorebird","Shorebird",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130
"383","Birds and Eggs","Migratory Birds","Duck","Eider","Eider",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131
"384","Birds and Eggs","Migratory Birds","Duck","Merganser","Merganser",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133
"385","Birds and Eggs","Migratory Birds","Duck","Scoter","Scoter",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135
"386","Birds and Eggs","Migratory Birds","Seabirds and Loons","Murre","Murre",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141
"387","Birds and Eggs","Bird Eggs","Seabirds and Loon Eggs","Gull Eggs","Gull Eggs",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145
"388","Birds and Eggs","Bird Eggs","Seabirds and Loon Eggs","Puffin Eggs","Puffin Eggs",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146
"389","Birds and Eggs","Migratory Birds","Duck","Eider","Common Eider",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150
"390","Birds and Eggs","Migratory Birds","Duck","Eider","King Eider",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151
"391","Birds and Eggs","Migratory Birds","Duck","Eider","Spectacled Eider",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152
"392","Birds and Eggs","Migratory Birds","Duck","Eider","Stellar Eider",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153
"393","Birds and Eggs","Migratory Birds","Duck","Eider","Unknown Eider",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154
"394","Birds and Eggs","Migratory Birds","Duck","Scoter","Black Scoter",NA,NA,NA,NA,NA,NA,NA,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165
