Conversion Factor,Region,Resource,Resource Code,Units,Project Name,Project ID
0,Southeast,Herring Roe on Hair Seaweed [Other Gear],120308003,Ind.,Yakutat Household Survey 2000,137
1,Southeast,Herring Roe on Hair Seaweed [Other Gear],120308003,lb.,Southeast Harvest Update 1996,105
1,Southeast,Herring Roe on Hair Seaweed [Other Gear],120308003,lb.,Prince of Wales 1997/1998,114
1,Southeast,Herring Roe on Hair Seaweed [Other Gear],120308003,lb.,Prince of Wales 1998/1999,125
3.9485295,Southeast,Herring Roe on Hemlock Branches,120310000,Gal.,Alaska Peninsula Index Communities,210
3.9485295,Southeast,Herring Roe on Hemlock Branches,120310000,Gal.,Index Communities Year 1,210
3.9485295,Southeast,Herring Roe on Hemlock Branches,120310000,Gal.,Index Communities Year 2 (Southeast AK),210
3.9485295,Southeast,Herring Roe on Hemlock Branches,120310000,Gal.,Southeast Index Communities,210
7,Southeast,Herring Roe on Hemlock Branches,120310000,Gal.,Alaska Peninsula Index Communities,210
7,Southeast,Herring Roe on Hemlock Branches,120310000,Gal.,Index Communities Year 1,210
7,Southeast,Herring Roe on Hemlock Branches,120310000,Gal.,Index Communities Year 2 (Southeast AK),210
7,Southeast,Herring Roe on Hemlock Branches,120310000,Gal.,Southeast Index Communities,210
7,Southeast,Herring Roe on Hemlock Branches,120310000,Gal.,Chilkat Chinook Salmon Ethnography,219
3.387,Southeast,Herring Roe on Hemlock Branches,120310000,Gal.,Hoonah Lands Partnership,243
3.94,Southeast,Herring Roe on Hemlock Branches,120310000,Gal.,NPRB Yakutat Comprehensive,251
1,Southeast,Herring Roe on Hemlock Branches,120310000,lb.,Southeast Harvest Update 1996,105
1,Southeast,Herring Roe on Hemlock Branches,120310000,lb.,Prince of Wales 1997/1998,114
1,Southeast,Herring Roe on Hemlock Branches,120310000,lb.,Prince of Wales 1998/1999,125
1,Southeast,Herring Roe on Hemlock Branches,120310000,lb.,Saxman 1999,133
1,Southeast,Herring Roe on Hemlock Branches,120310000,lb.,Saxman 1999/2000,133
1,Southeast,Herring Roe on Hemlock Branches,120310000,lb.,Yakutat Household Survey 2000,137
3.9485295,Southeast,Herring Roe on Hemlock Branches [Rod and Reel],120310002,Gal.,Alaska Peninsula Index Communities,210
3.9485295,Southeast,Herring Roe on Hemlock Branches [Rod and Reel],120310002,Gal.,Index Communities Year 1,210
3.9485295,Southeast,Herring Roe on Hemlock Branches [Rod and Reel],120310002,Gal.,Index Communities Year 2 (Southeast AK),210
3.9485295,Southeast,Herring Roe on Hemlock Branches [Rod and Reel],120310002,Gal.,Southeast Index Communities,210
7,Southeast,Herring Roe on Hemlock Branches [Rod and Reel],120310002,Gal.,Alaska Peninsula Index Communities,210
7,Southeast,Herring Roe on Hemlock Branches [Rod and Reel],120310002,Gal.,Index Communities Year 1,210
7,Southeast,Herring Roe on Hemlock Branches [Rod and Reel],120310002,Gal.,Index Communities Year 2 (Southeast AK),210
7,Southeast,Herring Roe on Hemlock Branches [Rod and Reel],120310002,Gal.,Southeast Index Communities,210
7,Southeast,Herring Roe on Hemlock Branches [Rod and Reel],120310002,Gal.,Chilkat Chinook Salmon Ethnography,219
3.387,Southeast,Herring Roe on Hemlock Branches [Rod and Reel],120310002,Gal.,Hoonah Lands Partnership,243
3.94,Southeast,Herring Roe on Hemlock Branches [Rod and Reel],120310002,Gal.,NPRB Yakutat Comprehensive,251
1,Southeast,Herring Roe on Hemlock Branches [Rod and Reel],120310002,lb.,Southeast Harvest Update 1996,105
1,Southeast,Herring Roe on Hemlock Branches [Rod and Reel],120310002,lb.,Prince of Wales 1997/1998,114
1,Southeast,Herring Roe on Hemlock Branches [Rod and Reel],120310002,lb.,Prince of Wales 1998/1999,125
1,Southeast,Herring Roe on Hemlock Branches [Rod and Reel],120310002,lb.,Yakutat Household Survey 2000,137
3.9485295,Southeast,Herring Roe on Hemlock Branches [Other Gear],120310003,Gal.,Alaska Peninsula Index Communities,210
3.9485295,Southeast,Herring Roe on Hemlock Branches [Other Gear],120310003,Gal.,Index Communities Year 1,210
3.9485295,Southeast,Herring Roe on Hemlock Branches [Other Gear],120310003,Gal.,Index Communities Year 2 (Southeast AK),210
3.9485295,Southeast,Herring Roe on Hemlock Branches [Other Gear],120310003,Gal.,Southeast Index Communities,210
7,Southeast,Herring Roe on Hemlock Branches [Other Gear],120310003,Gal.,Alaska Peninsula Index Communities,210
7,Southeast,Herring Roe on Hemlock Branches [Other Gear],120310003,Gal.,Index Communities Year 1,210
7,Southeast,Herring Roe on Hemlock Branches [Other Gear],120310003,Gal.,Index Communities Year 2 (Southeast AK),210
7,Southeast,Herring Roe on Hemlock Branches [Other Gear],120310003,Gal.,Southeast Index Communities,210
7,Southeast,Herring Roe on Hemlock Branches [Other Gear],120310003,Gal.,Chilkat Chinook Salmon Ethnography,219
3.387,Southeast,Herring Roe on Hemlock Branches [Other Gear],120310003,Gal.,Hoonah Lands Partnership,243
3.94,Southeast,Herring Roe on Hemlock Branches [Other Gear],120310003,Gal.,NPRB Yakutat Comprehensive,251
1,Southeast,Herring Roe on Hemlock Branches [Other Gear],120310003,lb.,Southeast Harvest Update 1996,105
1,Southeast,Herring Roe on Hemlock Branches [Other Gear],120310003,lb.,Prince of Wales 1997/1998,114
1,Southeast,Herring Roe on Hemlock Branches [Other Gear],120310003,lb.,Prince of Wales 1998/1999,125
1,Southeast,Herring Roe on Hemlock Branches [Other Gear],120310003,lb.,Yakutat Household Survey 2000,137
1,Southeast,Smelt,120400000,lb.,Southeast Timber 1984/1985,13
1,Southeast,Smelt,120400000,lb.,Tongass Resource Use Cooperative Study 1987,15
1,Southeast,Smelt,120400000,lb.,Haines/Klukwan 1983,49
1,Southeast,Smelt,120400000,lb.,Southeast Timber 1985/1986,50
1,Southeast,Smelt,120400000,lb.,Southeast Harvest Update 1996,105
1,Southeast,Smelt,120400000,lb.,Prince of Wales 1997/1998,114
1,Southeast,Smelt,120400000,lb.,Prince of Wales 1998/1999,125
1,Southeast,Smelt,120400000,lb.,Saxman 1999,133
1,Southeast,Smelt,120400000,lb.,Saxman 1999/2000,133
9,Southeast,Smelt,120400000,lb.,Alaska Peninsula Index Communities,210
9,Southeast,Smelt,120400000,lb.,Index Communities Year 1,210
9,Southeast,Smelt,120400000,lb.,Index Communities Year 2 (Southeast AK),210
9,Southeast,Smelt,120400000,lb.,Southeast Index Communities,210
6,Southeast,Smelt,120400000,lb.,Hoonah Lands Partnership,243
9,Southeast,Smelt,120400000,lb.,NPRB Yakutat Comprehensive,251
9,Southeast,Smelt,120400000,Lbs.,Chilkat Chinook Salmon Ethnography,219
1,Southeast,Smelt [Rod and Reel],120400002,lb.,Southeast Harvest Update 1996,105
1,Southeast,Smelt [Rod and Reel],120400002,lb.,Prince of Wales 1997/1998,114
1,Southeast,Smelt [Rod and Reel],120400002,lb.,Prince of Wales 1998/1999,125
9,Southeast,Smelt [Rod and Reel],120400002,lb.,Alaska Peninsula Index Communities,210
9,Southeast,Smelt [Rod and Reel],120400002,lb.,Index Communities Year 1,210
9,Southeast,Smelt [Rod and Reel],120400002,lb.,Index Communities Year 2 (Southeast AK),210
9,Southeast,Smelt [Rod and Reel],120400002,lb.,Southeast Index Communities,210
6,Southeast,Smelt [Rod and Reel],120400002,lb.,Hoonah Lands Partnership,243
9,Southeast,Smelt [Rod and Reel],120400002,lb.,NPRB Yakutat Comprehensive,251
9,Southeast,Smelt [Rod and Reel],120400002,Lbs.,Chilkat Chinook Salmon Ethnography,219
1,Southeast,Smelt [Other Gear],120400003,lb.,Tongass Resource Use Cooperative Study 1987,15
1,Southeast,Smelt [Other Gear],120400003,lb.,Southeast Harvest Update 1996,105
1,Southeast,Smelt [Other Gear],120400003,lb.,Prince of Wales 1997/1998,114
1,Southeast,Smelt [Other Gear],120400003,lb.,Prince of Wales 1998/1999,125
9,Southeast,Smelt [Other Gear],120400003,lb.,Alaska Peninsula Index Communities,210
9,Southeast,Smelt [Other Gear],120400003,lb.,Index Communities Year 1,210
9,Southeast,Smelt [Other Gear],120400003,lb.,Index Communities Year 2 (Southeast AK),210
9,Southeast,Smelt [Other Gear],120400003,lb.,Southeast Index Communities,210
6,Southeast,Smelt [Other Gear],120400003,lb.,Hoonah Lands Partnership,243
9,Southeast,Smelt [Other Gear],120400003,lb.,NPRB Yakutat Comprehensive,251
9,Southeast,Smelt [Other Gear],120400003,Lbs.,Chilkat Chinook Salmon Ethnography,219
5,Southeast,Capelin (grunion),120402000,Gal.,Yakutat Household Survey 2000,137
1,Southeast,Capelin (grunion),120402000,lb.,Southeast Timber 1984/1985,13
1,Southeast,Capelin (grunion),120402000,lb.,Southeast Harvest Update 1996,105
5,Southeast,Capelin (grunion) [Rod and Reel],120402002,Gal.,Yakutat Household Survey 2000,137
1,Southeast,Capelin (grunion) [Rod and Reel],120402002,lb.,Southeast Harvest Update 1996,105
5,Southeast,Capelin (grunion) [Other Gear],120402003,Gal.,Yakutat Household Survey 2000,137
1,Southeast,Capelin (grunion) [Other Gear],120402003,lb.,Southeast Harvest Update 1996,105
9,Southeast,"Eulachon (hooligan, candlefish)",120404000,Gal.,Southeast Harvest Update 1996,105
9,Southeast,"Eulachon (hooligan, candlefish)",120404000,Gal.,Yakutat Household Survey 2000,137
9,Southeast,"Eulachon (hooligan, candlefish)",120404000,Gal.,Alaska Peninsula Index Communities,210
9,Southeast,"Eulachon (hooligan, candlefish)",120404000,Gal.,Index Communities Year 1,210
9,Southeast,"Eulachon (hooligan, candlefish)",120404000,Gal.,Index Communities Year 2 (Southeast AK),210
9,Southeast,"Eulachon (hooligan, candlefish)",120404000,Gal.,Southeast Index Communities,210
9,Southeast,"Eulachon (hooligan, candlefish)",120404000,Gal.,Chilkat Chinook Salmon Ethnography,219
6,Southeast,"Eulachon (hooligan, candlefish)",120404000,Gal.,Hoonah Lands Partnership,243
6,Southeast,"Eulachon (hooligan, candlefish)",120404000,Gal.,NPRB Yakutat Comprehensive,251
0.25,Southeast,"Eulachon (hooligan, candlefish)",120404000,Ind.,Prince of Wales 1997/1998,114
0.25,Southeast,"Eulachon (hooligan, candlefish)",120404000,Ind.,Prince of Wales 1998/1999,125
0.25,Southeast,"Eulachon (hooligan, candlefish)",120404000,Ind.,Saxman 1999,133
0.25,Southeast,"Eulachon (hooligan, candlefish)",120404000,Ind.,Saxman 1999/2000,133
1,Southeast,"Eulachon (hooligan, candlefish)",120404000,lb.,Southeast Timber 1984/1985,13
1,Southeast,"Eulachon (hooligan, candlefish)",120404000,lb.,Tongass Resource Use Cooperative Study 1987,15
1,Southeast,"Eulachon (hooligan, candlefish)",120404000,lb.,Southeast Timber 1985/1986,50
9,Southeast,"Eulachon (hooligan, candlefish) [Rod and Reel]",120404002,Gal.,Southeast Harvest Update 1996,105
9,Southeast,"Eulachon (hooligan, candlefish) [Rod and Reel]",120404002,Gal.,Yakutat Household Survey 2000,137
9,Southeast,"Eulachon (hooligan, candlefish) [Rod and Reel]",120404002,Gal.,Alaska Peninsula Index Communities,210
9,Southeast,"Eulachon (hooligan, candlefish) [Rod and Reel]",120404002,Gal.,Index Communities Year 1,210
9,Southeast,"Eulachon (hooligan, candlefish) [Rod and Reel]",120404002,Gal.,Index Communities Year 2 (Southeast AK),210
9,Southeast,"Eulachon (hooligan, candlefish) [Rod and Reel]",120404002,Gal.,Southeast Index Communities,210
9,Southeast,"Eulachon (hooligan, candlefish) [Rod and Reel]",120404002,Gal.,Chilkat Chinook Salmon Ethnography,219
6,Southeast,"Eulachon (hooligan, candlefish) [Rod and Reel]",120404002,Gal.,Hoonah Lands Partnership,243
6,Southeast,"Eulachon (hooligan, candlefish) [Rod and Reel]",120404002,Gal.,NPRB Yakutat Comprehensive,251
0.25,Southeast,"Eulachon (hooligan, candlefish) [Rod and Reel]",120404002,Ind.,Prince of Wales 1997/1998,114
0.25,Southeast,"Eulachon (hooligan, candlefish) [Rod and Reel]",120404002,Ind.,Prince of Wales 1998/1999,125
9,Southeast,"Eulachon (hooligan, candlefish) [Other Gear]",120404003,Gal.,Southeast Harvest Update 1996,105
9,Southeast,"Eulachon (hooligan, candlefish) [Other Gear]",120404003,Gal.,Yakutat Household Survey 2000,137
9,Southeast,"Eulachon (hooligan, candlefish) [Other Gear]",120404003,Gal.,Alaska Peninsula Index Communities,210
9,Southeast,"Eulachon (hooligan, candlefish) [Other Gear]",120404003,Gal.,Index Communities Year 1,210
9,Southeast,"Eulachon (hooligan, candlefish) [Other Gear]",120404003,Gal.,Index Communities Year 2 (Southeast AK),210
9,Southeast,"Eulachon (hooligan, candlefish) [Other Gear]",120404003,Gal.,Southeast Index Communities,210
9,Southeast,"Eulachon (hooligan, candlefish) [Other Gear]",120404003,Gal.,Chilkat Chinook Salmon Ethnography,219
6,Southeast,"Eulachon (hooligan, candlefish) [Other Gear]",120404003,Gal.,Hoonah Lands Partnership,243
6,Southeast,"Eulachon (hooligan, candlefish) [Other Gear]",120404003,Gal.,NPRB Yakutat Comprehensive,251
0.25,Southeast,"Eulachon (hooligan, candlefish) [Other Gear]",120404003,Ind.,Prince of Wales 1997/1998,114
0.25,Southeast,"Eulachon (hooligan, candlefish) [Other Gear]",120404003,Ind.,Prince of Wales 1998/1999,125
1,Southeast,"Eulachon (hooligan, candlefish) [Other Gear]",120404003,lb.,Tongass Resource Use Cooperative Study 1987,15
9,Southeast,Silver Smelt,120410000,Gal.,Southeast Harvest Update 1996,105
9,Southeast,Silver Smelt,120410000,Gal.,Prince of Wales 1997/1998,114
9,Southeast,Silver Smelt,120410000,Gal.,Prince of Wales 1998/1999,125
0,Southeast,Silver Smelt,120410000,Gal.,Saxman 1999,133
0,Southeast,Silver Smelt,120410000,Gal.,Saxman 1999/2000,133
9,Southeast,Silver Smelt,120410000,Gal.,Saxman 1999,133
9,Southeast,Silver Smelt,120410000,Gal.,Saxman 1999/2000,133
9,Southeast,Silver Smelt,120410000,Gal.,Yakutat Household Survey 2000,137
9,Southeast,Silver Smelt,120410000,Gal.,Alaska Peninsula Index Communities,210
9,Southeast,Silver Smelt,120410000,Gal.,Index Communities Year 1,210
9,Southeast,Silver Smelt,120410000,Gal.,Index Communities Year 2 (Southeast AK),210
9,Southeast,Silver Smelt,120410000,Gal.,Southeast Index Communities,210
9,Southeast,Silver Smelt,120410000,Gal.,Chilkat Chinook Salmon Ethnography,219
9,Southeast,Silver Smelt,120410000,Gal.,NPRB Yakutat Comprehensive,251
9,Southeast,Silver Smelt [Rod and Reel],120410002,Gal.,Southeast Harvest Update 1996,105
9,Southeast,Silver Smelt [Rod and Reel],120410002,Gal.,Prince of Wales 1997/1998,114
9,Southeast,Silver Smelt [Rod and Reel],120410002,Gal.,Prince of Wales 1998/1999,125
9,Southeast,Silver Smelt [Rod and Reel],120410002,Gal.,Yakutat Household Survey 2000,137
9,Southeast,Silver Smelt [Rod and Reel],120410002,Gal.,Alaska Peninsula Index Communities,210
9,Southeast,Silver Smelt [Rod and Reel],120410002,Gal.,Index Communities Year 1,210
9,Southeast,Silver Smelt [Rod and Reel],120410002,Gal.,Index Communities Year 2 (Southeast AK),210
9,Southeast,Silver Smelt [Rod and Reel],120410002,Gal.,Southeast Index Communities,210
9,Southeast,Silver Smelt [Rod and Reel],120410002,Gal.,Chilkat Chinook Salmon Ethnography,219
9,Southeast,Silver Smelt [Rod and Reel],120410002,Gal.,NPRB Yakutat Comprehensive,251
9,Southeast,Silver Smelt [Other Gear],120410003,Gal.,Southeast Harvest Update 1996,105
9,Southeast,Silver Smelt [Other Gear],120410003,Gal.,Prince of Wales 1997/1998,114
9,Southeast,Silver Smelt [Other Gear],120410003,Gal.,Prince of Wales 1998/1999,125
9,Southeast,Silver Smelt [Other Gear],120410003,Gal.,Yakutat Household Survey 2000,137
9,Southeast,Silver Smelt [Other Gear],120410003,Gal.,Alaska Peninsula Index Communities,210
9,Southeast,Silver Smelt [Other Gear],120410003,Gal.,Index Communities Year 1,210
9,Southeast,Silver Smelt [Other Gear],120410003,Gal.,Index Communities Year 2 (Southeast AK),210
9,Southeast,Silver Smelt [Other Gear],120410003,Gal.,Southeast Index Communities,210
9,Southeast,Silver Smelt [Other Gear],120410003,Gal.,Chilkat Chinook Salmon Ethnography,219
9,Southeast,Silver Smelt [Other Gear],120410003,Gal.,NPRB Yakutat Comprehensive,251
1,Southeast,Unknown Smelt,120499000,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Unknown Smelt,120499000,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Unknown Smelt,120499000,Ind.,Saxman 1999,133
0,Southeast,Unknown Smelt,120499000,Ind.,Saxman 1999/2000,133
1,Southeast,Unknown Smelt [Rod and Reel],120499002,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Unknown Smelt [Rod and Reel],120499002,Ind.,Prince of Wales 1998/1999,125
1,Southeast,Unknown Smelt [Other Gear],120499003,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Unknown Smelt [Other Gear],120499003,Ind.,Prince of Wales 1998/1999,125
2,Southeast,Bass,120600000,Ind.,Southeast Timber 1984/1985,13
1,Southeast,Bass,120600000,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Bass,120600000,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Bass,120600000,Lbs.,Chilkat Chinook Salmon Ethnography,219
1,Southeast,Bass [Rod and Reel],120600002,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Bass [Rod and Reel],120600002,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Bass [Rod and Reel],120600002,Lbs.,Chilkat Chinook Salmon Ethnography,219
1,Southeast,Bass [Other Gear],120600003,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Bass [Other Gear],120600003,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Bass [Other Gear],120600003,Lbs.,Chilkat Chinook Salmon Ethnography,219
2,Southeast,Sea Bass,120602000,Ind.,Southeast Timber 1984/1985,13
1,Southeast,Sea Bass,120602000,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Sea Bass,120602000,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Sea Bass,120602000,Ind.,Alaska Peninsula Index Communities,210
1,Southeast,Sea Bass,120602000,Ind.,Index Communities Year 1,210
1,Southeast,Sea Bass,120602000,Ind.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Sea Bass,120602000,Ind.,Southeast Index Communities,210
1,Southeast,Sea Bass,120602000,Ind.,Chilkat Chinook Salmon Ethnography,219
1,Southeast,Sea Bass [Rod and Reel],120602002,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Sea Bass [Rod and Reel],120602002,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Sea Bass [Rod and Reel],120602002,Ind.,Alaska Peninsula Index Communities,210
1,Southeast,Sea Bass [Rod and Reel],120602002,Ind.,Index Communities Year 1,210
1,Southeast,Sea Bass [Rod and Reel],120602002,Ind.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Sea Bass [Rod and Reel],120602002,Ind.,Southeast Index Communities,210
1,Southeast,Sea Bass [Rod and Reel],120602002,Ind.,Chilkat Chinook Salmon Ethnography,219
1,Southeast,Sea Bass [Other Gear],120602003,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Sea Bass [Other Gear],120602003,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Sea Bass [Other Gear],120602003,Ind.,Alaska Peninsula Index Communities,210
