"","Project_Name","Site_Year_Code","Habitat","Taxa_lvl1","Taxa_lvl2","Taxa_lvl3","Taxa_lvl4","Taxa_lvl5","Resource_Code","Resource_Name","Sampled_households","Est_Num_Community_Households","Sampled_Population","Est_Comm_Population","Most_Rep_Year","Conversion_Units_To_Pounds","Resource_Harvest_Units","Percent_Using","Percent_Attempting_to_Harvest","Percent_Harvesting","Percent_Receiving","Percent_Giving","Reported_Pounds_Harvested","Estimated_Total_Pounds_Harvested","Lower_Pounds_Harvested","Upper_Pounds_Harvested","Mean_Pounds_Per_Household","Percapita_Pounds_Harvested","Number_Of_Resource_Harvested","Estimated_Amount_Harvested","Percent_Of_Total_Harvest","Mean_Grams_Per_Capita_Use","Mean_Pounds_Per_Capita_Use","Mean_Grams_Percapita_Harvest"
"1220","Gulf of Alaska 1990","Port Graham_1990","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",46,55,137,163.8,"No",9.9,"Ind.",0.674,0.45700002,0.45700002,0.348,0.32599998,2197.8,2628,2108,3148,47.778,16.04,222,265,0.0007498502,29.574343,23.79822,19.933107
"1221","MMSII 1991","Port Graham_1991","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",49,58,136,161,"No",8.86,"Ind.",0.857,0.612,0.551,0.65300006,0.53099996,2591.2,3067,2576,3558,52.882,19.05,292.46,346,0.0006782847,27.623886,22.228704,23.67367
"1222","MMSII 1992","Port Graham_1992","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",48,58,138,166.8,"No",8.83,"Ind.",0.875,0.64599997,0.583,0.60400003,0.52099997,1990.28,2405,2026,2784,41.464,14.42,225.4,272,0.000528862,20.479898,16.48,17.919912
"1223","MMSII 1993","Port Graham_1993","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",51,61,146,173.6,"No",8.64,"Ind.",0.941,0.64699996,0.608,0.62700003,0.569,3594.24,4299,3562,5036,70.475,24.62,416,498,0.0011597291,32.5139,26.163656,30.59558
"1224","EVOSTC Gulf of Alaska 1997","Port Graham_1997","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",44,63,109,156.1,"No",9.43,"Ind.",0.886,0.614,0.545,0.59099996,0.455,4045.47,5792,4385,7199,91.94,37.11,429,614,0.0014645495,52.050854,41.884876,46.117054
"1225","EVOS 15 Year retrospective","Port Graham_2003","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",47,65,111,153.5,"No",10.37,"Ind.",0.87234044,0.4680851,0.42553192,0.70212764,0.5531915,6412.49,8868.337,6412.49,12038.228,136.43596,56.7477,707,977.7659,0.12169163,80.841225,65.05224,70.521065
"1226","Alaska LNG","Port Graham_2014","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",41,58,105,148.5,"Yes",11.052,"Ind.",0.65900004,0.439,0.341,0.488,0.317,840,1188.2,840,1577.9294,20.5,7.999542,76,107.5,0.037,15.095789,12.147452,9.94113
"1227","English Bay/Port Graham 1987","Port Graham_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",54,63,155,180.8,"No",2.6,"Ind.",0.87,0.648,0.648,0.426,0.315,3216.2,3752,3224,4280,59.559,20.75,1237,1443,0.00090674014,29.639402,23.850574,25.786282
"1228","Lower Cook Inlet 1989","Port Graham_1989","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",48,61,127,161.4,"No",2.3,"Ind.",0.75,0.60400003,0.583,0.417,0.375,1805.5,2295,1878,2712,37.615,14.22,785,998,0.0011632622,23.561827,18.960001,17.67137
"1229","Gulf of Alaska 1990","Port Graham_1990","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",46,55,137,163.8,"No",2,"Ind.",0.91300005,0.674,0.674,0.37,0.478,2866,3427,2830,4024,62.304,20.92,1433,1713,0.0009778298,28.474854,22.913471,25.997541
"1230","MMSII 1991","Port Graham_1991","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",49,58,136,161,"No",1.9,"Ind.",0.959,0.755,0.755,0.592,0.612,4434.6,5249,4566,5932,90.502,32.61,2334,2763,0.0011608466,42.257404,34.00417,40.52485
"1231","MMSII 1992","Port Graham_1992","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",48,58,138,166.8,"No",2.31,"Ind.",0.97900003,0.89599997,0.89599997,0.479,0.688,3582.81,4329,3805,4853,74.642,25.96,1551,1874,0.0009519516,32.95282,26.516853,32.26081
"1232","MMSII 1993","Port Graham_1993","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",51,61,146,173.6,"No",1.97,"Ind.",0.941,0.824,0.765,0.569,0.64699996,3029.86,3624,3200,4048,59.409,20.75,1538,1840,0.0009776363,27.403063,22.05101,25.786282
"1233","EVOSTC Gulf of Alaska 1997","Port Graham_1997","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",44,63,109,156.1,"No",2.26,"Ind.",0.886,0.75,0.727,0.432,0.545,2483.74,3556,2631,4481,56.45,22.79,1099,1574,0.0008991605,31.96548,25.72235,28.321415
"1234","EVOS 15 Year retrospective","Port Graham_2003","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",47,65,111,153.5,"No",2.84,"Ind.",0.85106385,0.78723407,0.78723407,0.42553192,0.4893617,2541.24,3584.802,2990.9268,4178.6772,55.1508,22.938828,1086,1531.9667,0.049190775,33.49498,26.953123,28.506365
"1235","Alaska LNG","Port Graham_2014","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",41,58,105,148.5,"Yes",2.628,"Ind.",0.78,0.537,0.512,0.512,0.463,1747.6,2534,1747.6,3519.726,43.7,17.060099,665,964.3,0.078,27.163519,21.858252,21.200794
"1236","English Bay/Port Graham 1987","Port Graham_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Sockeye Salmon","115000000","Sockeye Salmon",54,63,155,180.8,"No",4.4,"Ind.",0.833,0.593,0.537,0.407,0.315,2525.6,2947,2349,3545,46.77,16.3,574,670,0.000712197,24.317179,19.567825,20.25621
"1237","Lower Cook Inlet 1989","Port Graham_1989","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Sockeye Salmon","115000000","Sockeye Salmon",48,61,127,161.4,"No",3.4,"Ind.",0.354,0.229,0.20799999,0.20799999,0.125,394.4,501,309,693,8.217,3.1,116,147,0.0002539409,10.882508,8.757062,3.8524082
"1238","Gulf of Alaska 1990","Port Graham_1990","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Sockeye Salmon","115000000","Sockeye Salmon",46,55,137,163.8,"No",3,"Ind.",0.609,0.39099997,0.39099997,0.348,0.21700001,1785,2134,1515,2753,38.804,13.03,595,711,0.0006088966,26.588737,21.39573,16.192541
"1239","MMSII 1991","Port Graham_1991","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Sockeye Salmon","115000000","Sockeye Salmon",49,58,136,161,"No",3.11,"Ind.",0.77599996,0.571,0.53099996,0.51,0.367,1471.03,1741,1474,2008,30.021,10.82,473,560,0.00038503218,17.327509,13.943299,13.446147
"1240","MMSII 1992","Port Graham_1992","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Sockeye Salmon","115000000","Sockeye Salmon",48,58,138,166.8,"No",3.34,"Ind.",0.875,0.708,0.64599997,0.52099997,0.375,1780.22,2151,1763,2539,37.088,12.9,533,644,0.00047300715,18.321129,14.742857,16.030989
"1241","MMSII 1993","Port Graham_1993","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Sockeye Salmon","115000000","Sockeye Salmon",51,61,146,173.6,"No",3.18,"Ind.",0.84300005,0.588,0.549,0.549,0.52900004,1736.28,2077,1716,2438,34.045,11.89,546,653,0.0005603065,17.527699,14.104389,14.77585
"1242","EVOSTC Gulf of Alaska 1997","Port Graham_1997","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Sockeye Salmon","115000000","Sockeye Salmon",44,63,109,156.1,"No",3.4,"Ind.",0.886,0.636,0.59099996,0.59099996,0.38599998,1876.8,2687,2041,3333,42.65,17.22,552,790,0.0006794275,24.15294,19.435665,21.399506
"1243","EVOS 15 Year retrospective","Port Graham_2003","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Sockeye Salmon","115000000","Sockeye Salmon",47,65,111,153.5,"No",4.83,"Ind.",0.85106385,0.59574467,0.5744681,0.63829786,0.5106383,13737.88,18999.195,13737.88,25842.836,292.29532,121.57416,3644,5039.5747,0.26070762,177.52101,142.84964,151.08171
"1244","Alaska LNG","Port Graham_2014","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Sockeye Salmon","115000000","Sockeye Salmon",41,58,105,148.5,"Yes",4.4844,"Ind.",0.78,0.439,0.366,0.561,0.439,5614.5,7942.4,5614.5,11357.632,136.9,53.471127,1252,1771.1,0.245,85.13808,68.50988,66.44923
"1245","MMSII 1992","Port Graham_1992","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Landlocked Salmon","116000000","Landlocked Salmon",48,58,138,166.8,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1246","MMSII 1993","Port Graham_1993","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Landlocked Salmon","116000000","Landlocked Salmon",51,61,146,173.6,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1247","EVOSTC Gulf of Alaska 1997","Port Graham_1997","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Landlocked Salmon","116000000","Landlocked Salmon",44,63,109,156.1,"No",1.5,"Ind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1248","EVOS 15 Year retrospective","Port Graham_2003","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Landlocked Salmon","116000000","Landlocked Salmon",47,65,111,153.5,"No",1.5,"Ind.",0.021276595,0.021276595,0.021276595,0,0,15,20.74468,15,42.7186,0.31914893,0.13274336,10,13.829787,0.0002846592,7.7532053,6.238938,0.16496181
"1249","Alaska LNG","Port Graham_2014","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Landlocked Salmon","116000000","Landlocked Salmon",41,58,105,148.5,"Yes",1.5,"Ind.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"1250","English Bay/Port Graham 1987","Port Graham_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Spawnouts","117000000","Spawnouts",54,63,155,180.8,"No",2.05,"Ind.",0.13,0.093,0.074,0.055999998,0.055999998,104.55,122,74,170,1.936,0.67,51,60,2.9483554e-05,6.4047484,5.1538463,0.8326173
"1251","Gulf of Alaska 1990","Port Graham_1990","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Spawnouts","117000000","Spawnouts",46,55,137,163.8,"No",1.4,"Ind.",0.37,0.304,0.283,0.13,0.087,229.6,275,195,355,4.991,1.68,164,196,7.846606e-05,5.6425858,4.54054,2.0877566
"1252","Gulf of Alaska 1990","Port Graham_1990","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Unknown Salmon","119000000","Unknown Salmon",46,55,137,163.8,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1253","MMSII 1993","Port Graham_1993","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Unknown Salmon","119000000","Unknown Salmon",51,61,146,173.6,"No",3.31,"Ind.",0.078,0.059,0.059,0.02,0,16.55,20,11,29,0.325,0.11,5,6,5.3953436e-06,1.752543,1.4102564,0.13669835
"1254","EVOSTC Gulf of Alaska 1997","Port Graham_1997","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Unknown Salmon","119000000","Unknown Salmon",44,63,109,156.1,"No",0,"Ind.",0.023,0,0,0.023,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1255","EVOS 15 Year retrospective","Port Graham_2003","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Unknown Salmon","119000000","Unknown Salmon",47,65,111,153.5,"No",5.364385,"Ind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"1256","Alaska LNG","Port Graham_2014","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Unknown Salmon","119000000","Unknown Salmon",41,58,105,148.5,"Yes",4.336895,"Ind.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"1257","English Bay/Port Graham 1987","Port Graham_1987","Marine","Fish","Non-Salmon Fish","Herring","Herring","Herring","120200000","Herring",54,63,155,180.8,"No",1,"lb.",0.426,0.148,0.148,0.296,0.093,312,364,253,475,5.778,2.01,312,364,8.796733e-05,5.863502,4.71831,2.4978518
"1258","Lower Cook Inlet 1989","Port Graham_1989","Marine","Fish","Non-Salmon Fish","Herring","Herring","Herring","120200000","Herring",48,61,127,161.4,"No",6,"Gal.",0.021,0.021,0.021,0.021,0.021,6,8,1,15,0.125,0.05,1,1,4.0549444e-06,2.958839,2.3809526,0.06213562
"1259","Gulf of Alaska 1990","Port Graham_1990","Marine","Fish","Non-Salmon Fish","Herring","Herring","Herring","120200000","Herring",46,55,137,163.8,"No",6,"Gal.",0.174,0.022,0.022,0.152,0.022,216,258,53,463,4.696,1.58,36,43,7.361543e-05,11.2844,9.080461,1.9634855
"1260","MMSII 1991","Port Graham_1991","Marine","Fish","Non-Salmon Fish","Herring","Herring","Herring","120200000","Herring",49,58,136,161,"No",6,"Gal.",0.551,0.245,0.204,0.408,0.265,766.02,907,563,1251,15.633,5.63,127.67,151,0.00020058827,12.697769,10.217787,6.9964705
"1261","MMSII 1992","Port Graham_1992","Marine","Fish","Non-Salmon Fish","Herring","Herring","Herring","120200000","Herring",48,58,138,166.8,"No",6,"Gal.",0.56299996,0.16700001,0.125,0.52099997,0.25,254.64,308,199,417,5.305,1.85,42.44,51,6.7729525e-05,4.0835133,3.285968,2.299018
"1262","MMSII 1993","Port Graham_1993","Marine","Fish","Non-Salmon Fish","Herring","Herring","Herring","120200000","Herring",51,61,146,173.6,"No",6,"Gal.",0.39200002,0.098000005,0.098000005,0.373,0.176,171,205,115,295,3.353,1.17,28.5,34,5.5302273e-05,3.7091157,2.9846938,1.4539734
"1263","EVOSTC Gulf of Alaska 1997","Port Graham_1997","Marine","Fish","Non-Salmon Fish","Herring","Herring","Herring","120200000","Herring",44,63,109,156.1,"No",6,"Gal.",0.614,0.18200001,0.18200001,0.523,0.205,909,1302,484,2119,20.66,8.34,151.5,217,0.00032922017,16.879839,13.583062,10.364221
"1264","EVOS 15 Year retrospective","Port Graham_2003","Marine","Fish","Non-Salmon Fish","Herring","Herring","Herring","120200000","Herring",47,65,111,153.5,"No",6,"Gal.",0.5531915,0.29787233,0.27659574,0.38297874,0.23404256,2562,3543.1914,2562,5621.6484,54.51064,22.672565,427,590.5319,0.048619796,50.932594,40.985023,28.175478
"1265","Alaska LNG","Port Graham_2014","Marine","Fish","Non-Salmon Fish","Herring","Herring","Herring","120200000","Herring",41,58,105,148.5,"Yes",6,"Gal.",0.073,0.073,0.049000002,0.024,0.049000002,22,31.1,22,57.317303,0.5,0.20952378,3.7,5.2,0.001,3.5584965,2.8634918,0.2603778
"1266","Lower Cook Inlet 1989","Port Graham_1989","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120302000","Herring Roe/Unspecified",48,61,127,161.4,"No",7,"Gal.",0.021,0.021,0.021,0.021,0.021,7,9,1,17,0.146,0.06,1,1,4.5618126e-06,3.5506067,2.857143,0.074562736
"1267","Gulf of Alaska 1990","Port Graham_1990","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120302000","Herring Roe/Unspecified",46,55,137,163.8,"No",NA,NA,0.022,0,0,0.022,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1268","MMSII 1991","Port Graham_1991","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120302000","Herring Roe/Unspecified",49,58,136,161,"No",7,"Gal.",0.38799998,0.143,0.143,0.265,0.184,94.5,112,73,151,1.929,0.7,13.5,16,2.4769446e-05,2.2420068,1.8041238,0.8698986
"1269","MMSII 1992","Port Graham_1992","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120302000","Herring Roe/Unspecified",48,58,138,166.8,"No",7,"Gal.",0.188,0.042,0.042,0.16700001,0.083000004,21,25,10,40,0.438,0.15,3,4,5.497526e-06,0.9915259,0.7978724,0.18640685
"1270","MMSII 1993","Port Graham_1993","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120302000","Herring Roe/Unspecified",51,61,146,173.6,"No",7,"Gal.",0.078,0.039,0.039,0.059,0.02,29.75,36,9,63,0.583,0.21,4.25,5,9.711619e-06,3.3457637,2.6923075,0.26096958
"1271","EVOS 15 Year retrospective","Port Graham_2003","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120302000","Herring Roe/Unspecified",47,65,111,153.5,"No",7,"Gal.",0.34042552,0.06382979,0.06382979,0.31914893,0.12765957,224,413.04965,224,734.3126,6.35461,2.6430678,32,59.00709,0.0056678816,9.648433,7.764012,3.284573
"1272","Gulf of Alaska 1990","Port Graham_1990","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120304000","Herring Sac Roe",46,55,137,163.8,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1273","MMSII 1991","Port Graham_1991","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120304000","Herring Sac Roe",49,58,136,161,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1274","MMSII 1992","Port Graham_1992","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120304000","Herring Sac Roe",48,58,138,166.8,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1275","MMSII 1993","Port Graham_1993","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120304000","Herring Sac Roe",51,61,146,173.6,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1276","EVOSTC Gulf of Alaska 1997","Port Graham_1997","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120304000","Herring Sac Roe",44,63,109,156.1,"No",7,"Gal.",0.023,0.023,0.023,0,0.023,35,50,-5,106,0.8,0.32,5,7,1.2642865e-05,17.289911,13.913043,0.39766794
"1277","EVOS 15 Year retrospective","Port Graham_2003","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120304000","Herring Sac Roe",47,65,111,153.5,"No",7,"Gal.",0.021276595,0.021276595,0.021276595,0,0,70,96.80851,70,199.35349,1.4893616,0.61946905,10,13.829787,0.0013284096,36.181625,29.115044,0.7698218
"1278","Alaska LNG","Port Graham_2014","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120304000","Herring Sac Roe",41,58,105,148.5,"Yes",7,"Gal.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"1279","Lower Cook Inlet 1989","Port Graham_1989","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120306000","Herring Spawn on Kelp",48,61,127,161.4,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1280","Gulf of Alaska 1990","Port Graham_1990","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120306000","Herring Spawn on Kelp",46,55,137,163.8,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1281","MMSII 1991","Port Graham_1991","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120306000","Herring Spawn on Kelp",49,58,136,161,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1282","MMSII 1992","Port Graham_1992","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120306000","Herring Spawn on Kelp",48,58,138,166.8,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1283","MMSII 1993","Port Graham_1993","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120306000","Herring Spawn on Kelp",51,61,146,173.6,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1284","EVOSTC Gulf of Alaska 1997","Port Graham_1997","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120306000","Herring Spawn on Kelp",44,63,109,156.1,"No",7,"Gal.",0.295,0.023,0.023,0.273,0.091000006,7,10,-1,21,0.16,0.06,1,1,2.5285728e-06,0.25275505,0.20338982,0.074562736
"1285","EVOS 15 Year retrospective","Port Graham_2003","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120306000","Herring Spawn on Kelp",47,65,111,153.5,"No",7,"Gal.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"1286","Alaska LNG","Port Graham_2014","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120306000","Herring Spawn on Kelp",41,58,105,148.5,"Yes",7,"Gal.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"1287","English Bay/Port Graham 1987","Port Graham_1987","Freshwater_Anadromous","Fish","Non-Salmon Fish","Smelt","Smelt","Eulachon (hooligan, candlefish)","120404000","Eulachon (hooligan, candlefish)",54,63,155,180.8,"No",NA,NA,0.16700001,0.019,0,0.16700001,0.019,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1288","Lower Cook Inlet 1989","Port Graham_1989","Freshwater_Anadromous","Fish","Non-Salmon Fish","Smelt","Smelt","Eulachon (hooligan, candlefish)","120404000","Eulachon (hooligan, candlefish)",48,61,127,161.4,"No",3.25,"Gal.",0.25,0.063,0.063,0.229,0.042,58.5,74,30,118,1.219,0.46,18,23,3.7508238e-05,2.2865908,1.84,0.5716477
"1289","Gulf of Alaska 1990","Port Graham_1990","Freshwater_Anadromous","Fish","Non-Salmon Fish","Smelt","Smelt","Eulachon (hooligan, candlefish)","120404000","Eulachon (hooligan, candlefish)",46,55,137,163.8,"No",3.25,"Gal.",0.413,0.043,0.043,0.39099997,0.087,25.45,30,12,48,0.553,0.18,7.83,9,8.559934e-06,0.541618,0.4358354,0.22368823
"1290","MMSII 1991","Port Graham_1991","Freshwater_Anadromous","Fish","Non-Salmon Fish","Smelt","Smelt","Eulachon (hooligan, candlefish)","120404000","Eulachon (hooligan, candlefish)",49,58,136,161,"No",3.25,"Gal.",0.53099996,0.061,0.040999997,0.49,0.204,93.44,111,47,175,1.907,0.69,28.75,34,2.454829e-05,1.6148239,1.299435,0.8574715
"1291","MMSII 1992","Port Graham_1992","Freshwater_Anadromous","Fish","Non-Salmon Fish","Smelt","Smelt","Eulachon (hooligan, candlefish)","120404000","Eulachon (hooligan, candlefish)",48,58,138,166.8,"No",3.25,"Gal.",0.625,0.021,0.021,0.60400003,0.16700001,0.91,1,0,2,0.019,0.01,0.28,0,2.1990105e-07,0.019883396,0.015999999,0.012427123
"1292","MMSII 1993","Port Graham_1993","Freshwater_Anadromous","Fish","Non-Salmon Fish","Smelt","Smelt","Eulachon (hooligan, candlefish)","120404000","Eulachon (hooligan, candlefish)",51,61,146,173.6,"No",NA,NA,0.216,0.02,0,0.216,0.059,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1293","EVOSTC Gulf of Alaska 1997","Port Graham_1997","Freshwater_Anadromous","Fish","Non-Salmon Fish","Smelt","Smelt","Eulachon (hooligan, candlefish)","120404000","Eulachon (hooligan, candlefish)",44,63,109,156.1,"No",3.25,"Gal.",0.36400002,0.023,0.023,0.341,0.11399999,16.25,23,-3,49,0.37,0.15,5,7,5.815718e-06,0.5121067,0.41208792,0.18640685
"1294","EVOS 15 Year retrospective","Port Graham_2003","Freshwater_Anadromous","Fish","Non-Salmon Fish","Smelt","Smelt","Eulachon (hooligan, candlefish)","120404000","Eulachon (hooligan, candlefish)",47,65,111,153.5,"No",3.25,"Gal.",0.25531915,0.021276595,0.021276595,0.23404256,0.10638298,39,53.93617,39,111.06837,0.82978725,0.34513274,12,16.595745,0.00074011396,1.6798612,1.3517699,0.42890072
"1295","Alaska LNG","Port Graham_2014","Freshwater_Anadromous","Fish","Non-Salmon Fish","Smelt","Smelt","Eulachon (hooligan, candlefish)","120404000","Eulachon (hooligan, candlefish)",41,58,105,148.5,"Yes",3.25,"Gal.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"1296","Gulf of Alaska 1990","Port Graham_1990","Freshwater_Anadromous","Fish","Non-Salmon Fish","Smelt","Smelt","Unknown Smelt","120499000","Unknown Smelt",46,55,137,163.8,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1297","MMSII 1991","Port Graham_1991","Freshwater_Anadromous","Fish","Non-Salmon Fish","Smelt","Smelt","Unknown Smelt","120499000","Unknown Smelt",49,58,136,161,"No",NA,NA,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1298","MMSII 1992","Port Graham_1992","Freshwater_Anadromous","Fish","Non-Salmon Fish","Smelt","Smelt","Unknown Smelt","120499000","Unknown Smelt",48,58,138,166.8,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
